Date,Ret_10D,Loss_10D
2020-03-23,-0.18349834274364757,0.18349834274364757
2020-03-19,-0.1833977359920678,0.1833977359920678
2020-03-18,-0.16433728374542067,0.16433728374542067
2020-03-20,-0.14436119833631386,0.14436119833631386
2020-03-24,-0.12785872109941931,0.12785872109941931
